Initializing Wing Monitor Controller...
Using Config: IP=192.168.1.70, MockMode=true
[INFO] Running in MOCK MODE
Server running on http://localhost:3001/
Wing Controller connected and ready
Client connected
Client connected
Client connected
Client connected
Client connected
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.875}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.87}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.87}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.86}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.86}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.855}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.855}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.855}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.855}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":0.85}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":0.85}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /aux/8/fdr [{"type":"f","value":1}]
[DEBUG] [MOCK] Sent OSC: /ch/40/fdr [{"type":"f","value":1}]
